row_type,protocol,mode,claim_eligible,passed,seed,scale,depth,population,generation,parent_work,child_work,acquisition_work,incremental_bytes,break_even_uses,observable_equal,computationally_useful,economically_justified,structurally_retained,removed_arrow_firings,structural_depth,justified_depth,realized_depth,right_censored,over_retained,under_retained,collapse_point,generic_acquisition_work,compilation_acquisition_work,generic_bytes,compiled_bytes,anonymous_generic_runtime,same0_runtime,same1_runtime,supplied_runtime,same0_tax,same1_tax,improvement_vs_same0,premium_vs_supplied,activation_work,validation_work,ambiguity_work,grounding_work,fallback_distance,recovery_work,status,name,diagnostic
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,compiled-routes-earned,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,subthreshold-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,shuffled-does-not-compile,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,fresh-and-permuted-occurrences-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,changed-binding-transfer,1
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,stale-dependency-reopens-generic,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,historical-compatible-route-reused,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-route-unchanged-during-use,953028041235218132
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,persistent-state-has-no-filler-identity,80
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-relational-motifs-follow-consolidation-threshold,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrence-relabeling-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-allocation-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-memory-order-invariant,162
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-same-shape-different-continuity-rejected,145
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-different-shapes-same-continuity-accepted,16
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-occurrences-have-invocation-lifetime,32
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-covert-reused-token-detected,8
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-evaluator-truth-relabeling-invariant,6110064263152149553
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-missing-correspondence-delivers-no-effect,137
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-ambiguous-correspondence-delivers-no-effect,153
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-context-change-invalidates-correspondence,0
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-historical-context-return-reuses-correspondence,2
control,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,inherited-permanent-state-stable-during-use,6110064263152149553
claim,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,A1-fractal-compatibility,
claim,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,B1-computational-recursion,
claim,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,C1-economic-recursion,
claim,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,D1-identity-tax-reduction,
claim,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PASS,E1-adaptive-reuse,
claim,identity-desupply-ladder-v1/ffs-same1,definitive,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARTIAL,P1-process-availability,
