seed,stratum,suite,scenario,namespace,updates_a,updates_b,resistance_a,resistance_b,coupling_a,coupling_b,live_a,live_b,crossings_a,crossings_b,source_fires_a,source_fires_b,drive_deliveries,modulatory_deliveries,eligibility,modes,generations,work,accepts,path_edges,firings,deallocations,bytes,fingerprint,permanent,quiescent,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,replay,passed
7103,S00,px0,reacquisition,2046998346727424,0,0,11,0,2,0,true,false,11,0,5,0,17,4,fresh=None,candidate=Drive|return=Modulatory,old2|fresh6,276,4,0,16,1,560,1937374382667891467,10524825972670609685,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px1,support-a,2046998358261760,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,12241869420676082726,16329407967494477337,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px1,support-b,2046998359310336,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,16494026794390980194,10628462579247031845,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px1,no-support,2046998360358912,0,0,1,1,1,1,true,true,0,0,0,0,0,0,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,0,0,0,0,0,992,13246116964874722295,14323878786498356935,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px1,participation-return-blocked,2046998361407488,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,7935756537217818399,11701600345550898324,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px1,return-without-participation,2046998362456064,0,0,0,0,1,1,false,false,0,0,0,0,2,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,51,0,0,2,2,992,3778593521627562377,6531642975787490934,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px1,joint-participation,2046998363504640,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,5572709763583666131,1293569974955440683,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,forward-traversal-return,2046998375038976,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,15160810398743572392,927093073748412531,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,reverse-traversal-return,2046998376087552,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,8328793036663854608,10193688998459190879,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,correlation-without-traversal,2046998377136128,0,0,0,0,1,1,false,false,0,0,0,0,12,12,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,376,0,0,12,2,992,17149083227931744220,3381205453448440493,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,forward-return-blocked,2046998378184704,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,7548743419042355109,236501186364471022,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,joint-traversal-return,2046998379233280,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,4804316404708645545,6967224144736902681,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,forward-with-wrong-way-observation,2046998380281856,1,0,6,0,2,1,true,false,2,0,2,0,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,455,2,0,16,1,992,16199542144737036676,6419213016231930176,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7103,S00,px2,reverse-with-wrong-way-observation,2046998381330432,0,1,0,6,1,2,false,true,0,2,0,2,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,455,2,0,16,1,992,13067622617151519318,6887829326552897268,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,ordinary-drive-after-participation,2046999935320064,0,0,1,1,1,1,true,true,1,0,1,0,7,0,a=Some(4)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,175,0,0,5,0,2784,13541940346301730805,513838635993675871,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,modulation-without-eligibility,2046999936368640,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,35,0,0,1,0,2784,9183554920723595206,16942282648782866239,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,timely-modulatory-return,2046999937417216,1,0,4,1,2,1,true,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,176,1,0,5,0,2784,9024234748536985631,16767480800465978321,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,strong-modulation-does-not-excite,2046999938465792,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,strong_return=Modulatory:coupling4|candidate=Drive,a1|b1,36,0,0,1,0,2896,6484361995044859378,17241848122621567125,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,dense-ordinary-nonleakage,2046999939514368,0,0,1,1,1,1,true,true,2,1,2,1,39,0,a=Some(5)|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,1184,0,0,24,0,2784,194437404220480145,646730749420033887,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,fixed-routes-r0-drive-r1-modulatory,2046999940562944,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Drive|r1=Modulatory|candidate=Drive,a1|b1,233,1,0,6,0,3008,2364188342397708929,6996731632824035603,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,fixed-routes-r0-modulatory-r1-drive,2046999941611520,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Modulatory|r1=Drive|candidate=Drive,a1|b1,233,1,0,6,0,3008,2542796376424888237,10029422875620523499,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,two-completed-modulatory-returns,2046999942660096,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b2,401,2,0,10,1,2784,2893893814387565226,18322687160721756913,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,two-local-eligible-candidates,2046999943708672,1,1,4,4,2,2,true,true,1,1,1,0,7,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,219,2,0,6,0,2896,2664415231113938227,16945246668994849499,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,expired-eligibility-modulation,2046999944757248,0,0,0,1,1,1,false,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a2|b1,177,0,0,5,1,2784,2283844865964301260,1965655746348877876,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,simultaneous-drive-and-modulation,2046999945805824,1,0,4,1,2,1,true,true,2,0,2,0,11,1,a=Some(8)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,324,1,0,9,0,2784,11346424570323991332,16471975557117641681,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,law,dense-parallel-crossed-routes,2046999946854400,1,0,4,1,2,1,true,true,2,2,2,2,45,1,a=None|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,1489,1,0,29,0,2784,15636277157185556995,5337533878672096113,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px0,acquisition,2046999952097280,0,0,11,0,2,1,true,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,535,4,0,20,1,992,2084062177187374228,18309598540474056095,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px0,probation,2046999953145856,0,0,0,0,2,1,false,false,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,109,1,0,5,2,992,11758782817652167256,11793209258371843952,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px0,stable-return-specificity,2046999954194432,0,0,4,1,2,1,true,true,1,1,1,1,11,1,a=None|b=Some(4),candidate=Drive|return=Modulatory,a1|b1,180,1,0,9,0,992,7149301617865516785,6246744501877490258,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px0,forgetting,2046999955243008,0,0,0,0,2,1,false,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,553,4,0,20,2,992,10980806611897249306,11001750703414408051,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px0,fresh-reproposal,2046999956291584,0,0,1,0,1,0,true,false,4,0,2,0,7,0,fresh=Some(15),candidate=Drive|return=Modulatory,old2|fresh6,85,0,0,6,1,560,3937379168385222849,9337240166655519831,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px0,reacquisition,2046999957340160,0,0,11,0,2,0,true,false,11,0,5,0,17,4,fresh=None,candidate=Drive|return=Modulatory,old2|fresh6,276,4,0,16,1,560,14295804819100376175,5130006073729889883,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px1,support-a,2046999968874496,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,9571301980623512191,17204229192749130144,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px1,support-b,2046999969923072,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,15676917657884333937,565243981961161748,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px1,no-support,2046999970971648,0,0,1,1,1,1,true,true,0,0,0,0,0,0,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,0,0,0,0,0,992,17376816718066696326,6931160078606280486,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px1,participation-return-blocked,2046999972020224,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,13859396169811931670,4025411231250873453,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px1,return-without-participation,2046999973068800,0,0,0,0,1,1,false,false,0,0,0,0,2,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,51,0,0,2,2,992,9219721304844849080,4908064621313932663,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px1,joint-participation,2046999974117376,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,17663629204758082408,1449667825742687994,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,forward-traversal-return,2046999985651712,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,12488484241673201913,12474202198192549550,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,reverse-traversal-return,2046999986700288,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,12518130617624352311,14301287607951552674,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,correlation-without-traversal,2046999987748864,0,0,0,0,1,1,false,false,0,0,0,0,12,12,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,376,0,0,12,2,992,12148258189252269339,11400679485515013888,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,forward-return-blocked,2046999988797440,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,18429756662397109728,9807613504166917283,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,joint-traversal-return,2046999989846016,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,11933263878689393802,9596362629106004404,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,forward-with-wrong-way-observation,2046999990894592,1,0,6,0,2,1,true,false,2,0,2,0,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,460,2,0,16,1,992,4704027077407151130,5181179567791258061,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7109,S01,px2,reverse-with-wrong-way-observation,2046999991943168,0,1,0,6,1,2,false,true,0,2,0,2,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,460,2,0,16,1,992,15401178453391090128,2488350006343565953,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,ordinary-drive-after-participation,2047003156545536,0,0,1,1,1,1,true,true,1,0,1,0,7,0,a=Some(4)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,255,0,0,5,0,4576,15349597653685079651,3995500812847794017,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,modulation-without-eligibility,2047003157594112,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,51,0,0,1,0,4576,3525798685024883128,14020312517215092417,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,timely-modulatory-return,2047003158642688,1,0,4,1,2,1,true,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,256,1,0,5,0,4576,11574073348055160225,7225613916635525751,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,strong-modulation-does-not-excite,2047003159691264,0,0,1,1,1,1,true,true,0,0,0,0,1,1,a=None|b=None,strong_return=Modulatory:coupling4|candidate=Drive,a1|b1,52,0,0,1,0,4688,13930869920500600889,12037554160544903330,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,dense-ordinary-nonleakage,2047003160739840,0,0,1,1,1,1,true,true,2,1,2,1,71,0,a=Some(5)|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,3280,0,0,40,0,4576,7645690916707303335,7563708170979573345,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,fixed-routes-r0-drive-r1-modulatory,2047003161788416,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Drive|r1=Modulatory|candidate=Drive,a1|b1,329,1,0,6,0,4800,7205648956414563103,3777861477509839451,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,fixed-routes-r0-modulatory-r1-drive,2047003162836992,1,0,4,1,2,1,true,true,1,0,1,0,8,1,a=None|b=None,r0=Modulatory|r1=Drive|candidate=Drive,a1|b1,329,1,0,6,0,4800,2832267079312530487,17496282827015172511,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,two-completed-modulatory-returns,2047003163885568,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b2,577,2,0,10,1,4576,320778879608647804,7320889301513422247,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,two-local-eligible-candidates,2047003164934144,1,1,4,4,2,2,true,true,1,1,1,0,7,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,315,2,0,6,0,4688,17075311139110719376,1489090232120353884,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,expired-eligibility-modulation,2047003165982720,0,0,0,1,1,1,false,true,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a2|b1,257,0,0,5,1,4576,15017161437590092074,4664202406512307418,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,simultaneous-drive-and-modulation,2047003167031296,1,0,4,1,2,1,true,true,2,0,2,0,11,1,a=Some(8)|b=None,candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,468,1,0,9,0,4576,10520077464166232738,956596117710034039,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,law,dense-parallel-crossed-routes,2047003168079872,1,0,4,1,2,1,true,true,2,2,2,2,77,1,a=None|b=Some(5),candidate=Drive|return=Modulatory|distractors=Drive,a1|b1,3809,1,0,45,0,4576,420713783327732877,14087115870238150615,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px0,acquisition,2047003173322752,0,0,11,0,2,1,true,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,535,4,0,20,1,992,4074736049468950793,3662107522970833838,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px0,probation,2047003174371328,0,0,0,0,2,1,false,false,1,0,1,0,6,1,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,109,1,0,5,2,992,17162197422683313298,888664479679468241,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px0,stable-return-specificity,2047003175419904,0,0,4,1,2,1,true,true,1,1,1,1,11,1,a=None|b=Some(4),candidate=Drive|return=Modulatory,a1|b1,180,1,0,9,0,992,5273447436428896612,5106088026457140507,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px0,forgetting,2047003176468480,0,0,0,0,2,1,false,false,4,0,4,0,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,553,4,0,20,2,992,13425510839087333704,12482698545041245722,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px0,fresh-reproposal,2047003177517056,0,0,1,0,1,0,true,false,4,0,2,0,7,0,fresh=Some(15),candidate=Drive|return=Modulatory,old2|fresh6,85,0,0,6,1,560,3045357372768758623,16943686392281000393,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px0,reacquisition,2047003178565632,0,0,11,0,2,0,true,false,11,0,5,0,17,4,fresh=None,candidate=Drive|return=Modulatory,old2|fresh6,280,4,0,16,1,560,4844381556209759695,7147692304317708517,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px1,support-a,2047003190099968,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,9811860956865219970,13858455176630156701,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px1,support-b,2047003191148544,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,3812482787835119470,17459890764176633793,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px1,no-support,2047003192197120,0,0,1,1,1,1,true,true,0,0,0,0,0,0,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,0,0,0,0,0,992,5099934070836017331,14750471084914692451,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px1,participation-return-blocked,2047003193245696,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,2263330324971365415,2890519932505341760,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px1,return-without-participation,2047003194294272,0,0,0,0,1,1,false,false,0,0,0,0,2,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,51,0,0,2,2,992,7086230447361204073,5998121368738566010,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px1,joint-participation,2047003195342848,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,1404727602702756319,17803367358982338967,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,forward-traversal-return,2047003206877184,1,0,6,0,2,1,true,false,2,0,2,0,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,225,2,0,10,1,992,18215053222301346832,16216834060484726999,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,reverse-traversal-return,2047003207925760,0,1,0,6,1,2,false,true,0,2,0,2,12,2,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,225,2,0,10,1,992,5468747021036389524,14957749979876207955,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,correlation-without-traversal,2047003208974336,0,0,0,0,1,1,false,false,0,0,0,0,12,12,a=None|b=None,candidate=Drive|return=Modulatory,a2|b2,396,0,0,12,2,992,18354475971070189964,18378455404510343649,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,forward-return-blocked,2047003210022912,0,0,0,1,1,1,false,true,1,0,2,0,9,0,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,136,0,0,7,1,992,5746342640745760013,3076927160424903642,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,joint-traversal-return,2047003211071488,1,1,6,6,2,2,true,true,2,2,2,2,24,4,a=None|b=None,candidate=Drive|return=Modulatory,a1|b1,528,4,0,20,0,992,7613054358840341249,5089293478408913741,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,forward-with-wrong-way-observation,2047003212120064,1,0,6,0,2,1,true,false,2,0,2,0,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a1|b2,465,2,0,16,1,992,16188376392299090498,4709350559719379708,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
7121,S02,px2,reverse-with-wrong-way-observation,2047003213168640,0,1,0,6,1,2,false,true,0,2,0,2,18,8,a=None|b=None,candidate=Drive|return=Modulatory,a2|b1,465,2,0,16,1,992,17595372927053434952,4852384158722586208,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
