row_type,protocol,smoke,passed,arm,seed_index,episode,competent,competent_seeds,total_seeds,first_roles_episode,first_success_episode,competence_episode,learned_roles,live_arrows,consolidated_arrows,correct_program_arrows,proposed_arrows,pruned_arrows,actual_success,topology_correct,held_out_correct,held_out_total,role_transfer_correct,role_transfer_total,explicit_answers,queues_empty,activity_limit_hits,fallbacks,permanent_source_identities,fingerprint_unchanged,duplicate_deterministic,training_work,evaluation_work,permanent_bytes,p0_anchor,p3_anchor,gate,gate_passed,workspaces_created,workspaces_destroyed,maximum_live_workspaces
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,97,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,249,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,4,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,687,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,8,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,7853,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,16,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,22192,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,64,,,,,,,10,88,0,,,,false,false,,,,,,,,,,,,76383,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,117,,,,,,,10,90,0,,,,true,false,,,,,,,,,,,,112432,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,256,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,255035,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,1024,,,,,,,10,87,0,,,,false,false,,,,,,,,,,,,1097435,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,10000,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,11049824,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,19499,,,,,,,10,66,3,,,,true,true,,,,,,,,,,,,21480384,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,2,19500,,,,,,,10,82,4,,,,true,true,,,,,,,,,,,,21480745,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,97,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,249,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,4,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,699,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,8,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,14259,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,16,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,22227,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,64,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,89241,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,256,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,279129,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,1024,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,1077024,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,2481,,,,,,,10,89,0,,,,true,false,,,,,,,,,,,,2588631,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,10000,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,10909651,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,14837,,,,,,,10,66,3,,,,true,true,,,,,,,,,,,,16321466,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,3,14838,,,,,,,10,82,4,,,,true,true,,,,,,,,,,,,16321757,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,97,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,249,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,4,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,687,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,8,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,1483,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,16,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,3057,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,64,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,75313,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,145,,,,,,,10,90,0,,,,true,false,,,,,,,,,,,,160581,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,256,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,264099,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,1024,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,1099728,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,10000,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,11488558,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,13259,,,,,,,10,74,2,,,,true,true,,,,,,,,,,,,15321286,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,4,13260,,,,,,,10,74,4,,,,true,true,,,,,,,,,,,,15321640,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,97,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,249,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,4,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,687,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,8,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,1471,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,16,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,3067,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,64,,,,,,,10,87,0,,,,false,false,,,,,,,,,,,,76449,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,117,,,,,,,10,90,0,,,,true,false,,,,,,,,,,,,143396,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,256,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,280920,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,1024,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,1221574,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,10000,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,11617389,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,20841,,,,,,,10,82,1,,,,true,true,,,,,,,,,,,,23786212,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,5,20842,,,,,,,10,66,4,,,,true,true,,,,,,,,,,,,23786489,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,97,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,249,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,4,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,687,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,8,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,1492,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,16,,,,,,,10,88,0,,,,false,false,,,,,,,,,,,,15850,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,57,,,,,,,10,90,0,,,,true,false,,,,,,,,,,,,74514,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,64,,,,,,,10,89,0,,,,false,false,,,,,,,,,,,,82290,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,256,,,,,,,10,88,0,,,,false,false,,,,,,,,,,,,298123,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,1024,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,1052994,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,10000,,,,,,,10,88,0,,,,false,false,,,,,,,,,,,,11256217,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,6,16803,,,,,,,10,58,4,,,,true,true,,,,,,,,,,,,18869627,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,97,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,249,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,4,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,687,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,8,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,7862,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,16,,,,,,,10,88,0,,,,false,false,,,,,,,,,,,,22209,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,64,,,,,,,10,88,0,,,,false,false,,,,,,,,,,,,44455,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,256,,,,,,,10,90,0,,,,false,false,,,,,,,,,,,,272451,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,329,,,,,,,10,90,0,,,,true,false,,,,,,,,,,,,344380,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,1024,,,,,,,10,87,0,,,,false,false,,,,,,,,,,,,1187366,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,2387,,,,,,,10,82,1,,,,true,true,,,,,,,,,,,,2675659,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,rp0a-integrated,7,2388,,,,,,,10,66,4,,,,true,true,,,,,,,,,,,,2676006,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,52,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,4,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,104,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,8,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,208,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,16,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,416,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,64,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1664,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,256,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,6656,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,1024,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26624,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,10000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,260000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,0,50000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1300000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,52,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,4,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,104,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,8,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,208,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,16,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,416,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,64,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1664,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,256,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,6656,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,1024,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26624,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,10000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,260000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,1,50000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1300000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,52,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,4,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,104,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,8,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,208,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,16,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,416,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,64,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1664,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,256,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,6656,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,1024,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26624,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,10000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,260000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,2,50000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1300000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,52,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,4,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,104,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,8,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,208,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,16,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,416,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,64,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1664,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,256,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,6656,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,1024,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26624,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,10000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,260000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,3,50000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1300000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,52,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,4,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,104,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,8,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,208,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,16,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,416,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,64,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1664,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,256,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,6656,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,1024,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26624,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,10000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,260000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,4,50000,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1300000,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,0,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,0,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,1,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,26,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,2,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,52,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,4,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,104,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,8,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,208,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,16,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,416,,,true,true,,,,,
trajectory,reflected-program-discovery-rp0a-v1,false,true,activity-only,5,64,,,,,,,0,0,0,,,,false,false,,,,,,,,,,,,1664,,,true,true,,,,,
