row_type,protocol,mode,claim_eligible,passed,seed,scale,depth,population,generation,process,context,parent_work,child_work,acquisition_work,installation_work,incremental_bytes,maintenance_work,price_micros,gain_micros,break_even_uses,observable_equal,computationally_useful,economically_justified,structurally_retained,proposed,retained,removed_arrow_firings,asset_instance_id,content_fingerprint,structural_depth,justified_depth,realized_useful_depth,right_censored,collapse_point,learned_motifs,identity_acquisition_work,identity_bytes,generic_runtime,learned_identity_runtime,supplied_same_runtime,same_less_runtime,mature_delta_vs_supplied,identity_break_even_uses,fallback_distance,recovery_work,status,name,diagnostic
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S1,,,3,,,83,70,290,0,60,0,0,13000000,23,true,true,true,true,1,1,4,332876578767065877,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S1,,,3,,,83,70,290,0,60,0,1,12999940,23,true,true,true,true,1,1,4,332876578767065877,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S1,,,3,,,83,70,290,0,60,0,10,12999400,23,true,true,true,true,1,1,4,332876578767065877,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S1,,,3,,,83,70,290,0,60,0,100,12994000,23,true,true,true,true,1,1,4,332876578767065877,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S1,,,3,,,83,70,290,0,60,0,1000,12940000,23,true,true,true,true,1,1,4,332876578767065877,15420623746125489432,,,,,,,,,,,,,,,,,,,
identity,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S1,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,26,312,18,52,70,18,,,,EXPENSIVE,,
scale,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,128,256,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,none,2,860,26,1176,18,106,124,18,2,,,,,functional:5;computational:5;economic:5;over:0;under:0
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,1,,,594,360,2368,0,114,0,0,234000000,11,true,true,true,true,2,2,64,4039748782911189974,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,1,,,594,360,2368,0,114,0,1,233999886,11,true,true,true,true,2,2,64,4039748782911189974,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,1,,,594,360,2368,0,114,0,10,233998860,11,true,true,true,true,2,2,64,4039748782911189974,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,1,,,594,360,2368,0,114,0,100,233988600,11,true,true,true,true,2,2,64,4039748782911189974,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,1,,,594,360,2368,0,114,0,1000,233886000,11,true,true,true,true,2,2,64,4039748782911189974,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,2,,,360,227,1373,0,58,0,0,133000000,11,true,true,true,true,1,1,32,4040702059492659686,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,2,,,360,227,1373,0,58,0,1,132999942,11,true,true,true,true,1,1,32,4040702059492659686,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,2,,,360,227,1373,0,58,0,10,132999420,11,true,true,true,true,1,1,32,4040702059492659686,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,2,,,360,227,1373,0,58,0,100,132994200,11,true,true,true,true,1,1,32,4040702059492659686,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,2,,,360,227,1373,0,58,0,1000,132942000,11,true,true,true,true,1,1,32,4040702059492659686,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,3,,,227,166,830,0,60,0,0,61000000,14,true,true,true,true,1,1,16,4041660833632270453,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,3,,,227,166,830,0,60,0,1,60999940,14,true,true,true,true,1,1,16,4041660833632270453,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,3,,,227,166,830,0,60,0,10,60999400,14,true,true,true,true,1,1,16,4041660833632270453,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,3,,,227,166,830,0,60,0,100,60994000,14,true,true,true,true,1,1,16,4041660833632270453,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,3,,,227,166,830,0,60,0,1000,60940000,14,true,true,true,true,1,1,16,4041660833632270453,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,4,,,166,137,575,0,64,0,0,29000000,20,true,true,true,true,1,1,8,4042615209725368376,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,4,,,166,137,575,0,64,0,1,28999936,20,true,true,true,true,1,1,8,4042615209725368376,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,4,,,166,137,575,0,64,0,10,28999360,20,true,true,true,true,1,1,8,4042615209725368376,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,4,,,166,137,575,0,64,0,100,28993600,20,true,true,true,true,1,1,8,4042615209725368376,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,4,,,166,137,575,0,64,0,1000,28936000,20,true,true,true,true,1,1,8,4042615209725368376,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,5,,,137,124,452,0,72,0,0,13000000,35,true,true,true,true,1,1,4,4043573983864979143,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,5,,,137,124,452,0,72,0,1,12999928,35,true,true,true,true,1,1,4,4043573983864979143,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,5,,,137,124,452,0,72,0,10,12999280,35,true,true,true,true,1,1,4,4043573983864979143,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,5,,,137,124,452,0,72,0,100,12992800,35,true,true,true,true,1,1,4,4043573983864979143,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,,,5,,,137,124,452,0,72,0,1000,12928000,35,true,true,true,true,1,1,4,4043573983864979143,3863794100691136168,,,,,,,,,,,,,,,,,,,
identity,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S2,128,256,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,26,1176,18,106,124,18,,,,EXPENSIVE,,
scale,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,512,1024,,,,,,,,,,,,,,,,,7,6,,,,6,6,6,true,none,2,860,26,4632,18,317,335,18,1,,,,,functional:6;computational:6;economic:6;over:0;under:0
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,1,,,2322,1320,9280,0,114,0,0,1002000000,10,true,true,true,true,2,2,256,17989818502461728854,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,1,,,2322,1320,9280,0,114,0,1,1001999886,10,true,true,true,true,2,2,256,17989818502461728854,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,1,,,2322,1320,9280,0,114,0,10,1001998860,10,true,true,true,true,2,2,256,17989818502461728854,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,1,,,2322,1320,9280,0,114,0,100,1001988600,10,true,true,true,true,2,2,256,17989818502461728854,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,1,,,2322,1320,9280,0,114,0,1000,1001886000,10,true,true,true,true,2,2,256,17989818502461728854,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,2,,,1320,803,5117,0,58,0,0,517000000,10,true,true,true,true,1,1,128,17990771779043198566,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,2,,,1320,803,5117,0,58,0,1,516999942,10,true,true,true,true,1,1,128,17990771779043198566,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,2,,,1320,803,5117,0,58,0,10,516999420,10,true,true,true,true,1,1,128,17990771779043198566,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,2,,,1320,803,5117,0,58,0,100,516994200,10,true,true,true,true,1,1,128,17990771779043198566,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,2,,,1320,803,5117,0,58,0,1000,516942000,10,true,true,true,true,1,1,128,17990771779043198566,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,3,,,803,550,2990,0,60,0,0,253000000,12,true,true,true,true,1,1,64,17991730553182809333,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,3,,,803,550,2990,0,60,0,1,252999940,12,true,true,true,true,1,1,64,17991730553182809333,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,3,,,803,550,2990,0,60,0,10,252999400,12,true,true,true,true,1,1,64,17991730553182809333,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,3,,,803,550,2990,0,60,0,100,252994000,12,true,true,true,true,1,1,64,17991730553182809333,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,3,,,803,550,2990,0,60,0,1000,252940000,12,true,true,true,true,1,1,64,17991730553182809333,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,4,,,550,425,1943,0,64,0,0,125000000,16,true,true,true,true,1,1,32,17992684929275907256,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,4,,,550,425,1943,0,64,0,1,124999936,16,true,true,true,true,1,1,32,17992684929275907256,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,4,,,550,425,1943,0,64,0,10,124999360,16,true,true,true,true,1,1,32,17992684929275907256,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,4,,,550,425,1943,0,64,0,100,124993600,16,true,true,true,true,1,1,32,17992684929275907256,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,4,,,550,425,1943,0,64,0,1000,124936000,16,true,true,true,true,1,1,32,17992684929275907256,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,5,,,425,364,1424,0,72,0,0,61000000,24,true,true,true,true,1,1,16,17993643703415518023,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,5,,,425,364,1424,0,72,0,1,60999928,24,true,true,true,true,1,1,16,17993643703415518023,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,5,,,425,364,1424,0,72,0,10,60999280,24,true,true,true,true,1,1,16,17993643703415518023,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,5,,,425,364,1424,0,72,0,100,60992800,24,true,true,true,true,1,1,16,17993643703415518023,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,5,,,425,364,1424,0,72,0,1000,60928000,24,true,true,true,true,1,1,16,17993643703415518023,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,6,,,364,335,1169,0,88,0,0,29000000,41,true,true,true,true,1,1,8,17994598079508615946,7527151098982031856,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,6,,,364,335,1169,0,88,0,1,28999912,41,true,true,true,true,1,1,8,17994598079508615946,7527151098982031856,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,6,,,364,335,1169,0,88,0,10,28999120,41,true,true,true,true,1,1,8,17994598079508615946,7527151098982031856,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,6,,,364,335,1169,0,88,0,100,28991200,41,true,true,true,true,1,1,8,17994598079508615946,7527151098982031856,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,,,6,,,364,335,1169,0,88,0,1000,28912000,41,true,true,true,true,1,1,8,17994598079508615946,7527151098982031856,,,,,,,,,,,,,,,,,,,
identity,ffs-same0-learned-correspondence-v1,definitive,true,true,0,S3,512,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,26,4632,18,317,335,18,,,,EXPENSIVE,,
scale,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,128,64,,,,,,,,,,,,,,,,,6,5,,,,5,5,5,false,none,2,860,26,1176,18,106,124,18,2,,,,,functional:5;computational:5;economic:5;over:0;under:0
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,1,,,594,360,2368,0,114,0,0,234000000,11,true,true,true,true,2,2,64,14938474668491158294,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,1,,,594,360,2368,0,114,0,1,233999886,11,true,true,true,true,2,2,64,14938474668491158294,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,1,,,594,360,2368,0,114,0,10,233998860,11,true,true,true,true,2,2,64,14938474668491158294,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,1,,,594,360,2368,0,114,0,100,233988600,11,true,true,true,true,2,2,64,14938474668491158294,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,1,,,594,360,2368,0,114,0,1000,233886000,11,true,true,true,true,2,2,64,14938474668491158294,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,2,,,360,227,1373,0,58,0,0,133000000,11,true,true,true,true,1,1,32,14939427945072628006,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,2,,,360,227,1373,0,58,0,1,132999942,11,true,true,true,true,1,1,32,14939427945072628006,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,2,,,360,227,1373,0,58,0,10,132999420,11,true,true,true,true,1,1,32,14939427945072628006,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,2,,,360,227,1373,0,58,0,100,132994200,11,true,true,true,true,1,1,32,14939427945072628006,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,2,,,360,227,1373,0,58,0,1000,132942000,11,true,true,true,true,1,1,32,14939427945072628006,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,3,,,227,166,830,0,60,0,0,61000000,14,true,true,true,true,1,1,16,14940386719212238773,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,3,,,227,166,830,0,60,0,1,60999940,14,true,true,true,true,1,1,16,14940386719212238773,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,3,,,227,166,830,0,60,0,10,60999400,14,true,true,true,true,1,1,16,14940386719212238773,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,3,,,227,166,830,0,60,0,100,60994000,14,true,true,true,true,1,1,16,14940386719212238773,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,3,,,227,166,830,0,60,0,1000,60940000,14,true,true,true,true,1,1,16,14940386719212238773,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,4,,,166,137,575,0,64,0,0,29000000,20,true,true,true,true,1,1,8,14941341095305336696,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,4,,,166,137,575,0,64,0,1,28999936,20,true,true,true,true,1,1,8,14941341095305336696,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,4,,,166,137,575,0,64,0,10,28999360,20,true,true,true,true,1,1,8,14941341095305336696,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,4,,,166,137,575,0,64,0,100,28993600,20,true,true,true,true,1,1,8,14941341095305336696,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,4,,,166,137,575,0,64,0,1000,28936000,20,true,true,true,true,1,1,8,14941341095305336696,20828639785390060,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,5,,,137,124,452,0,72,0,0,13000000,35,true,true,true,true,1,1,4,14942299869444947463,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,5,,,137,124,452,0,72,0,1,12999928,35,true,true,true,true,1,1,4,14942299869444947463,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,5,,,137,124,452,0,72,0,10,12999280,35,true,true,true,true,1,1,4,14942299869444947463,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,5,,,137,124,452,0,72,0,100,12992800,35,true,true,true,true,1,1,4,14942299869444947463,3863794100691136168,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,,,5,,,137,124,452,0,72,0,1000,12928000,35,true,true,true,true,1,1,4,14942299869444947463,3863794100691136168,,,,,,,,,,,,,,,,,,,
identity,ffs-same0-learned-correspondence-v1,definitive,true,true,0,depth-only,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,26,1176,18,106,124,18,,,,EXPENSIVE,,
scale,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,32,1024,,,,,,,,,,,,,,,,,4,3,,,,3,3,3,false,none,2,860,26,312,18,52,70,18,6,,,,,functional:3;computational:3;economic:3;over:0;under:0
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,1,,,162,120,640,0,114,0,0,42000000,16,true,true,true,true,2,2,16,13486016648018540214,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,1,,,162,120,640,0,114,0,1,41999886,16,true,true,true,true,2,2,16,13486016648018540214,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,1,,,162,120,640,0,114,0,10,41998860,16,true,true,true,true,2,2,16,13486016648018540214,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,1,,,162,120,640,0,114,0,100,41988600,16,true,true,true,true,2,2,16,13486016648018540214,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,1,,,162,120,640,0,114,0,1000,41886000,16,true,true,true,true,2,2,16,13486016648018540214,474251966976255625,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,2,,,120,83,437,0,58,0,0,37000000,12,true,true,true,true,1,1,8,13486969924600009926,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,2,,,120,83,437,0,58,0,1,36999942,12,true,true,true,true,1,1,8,13486969924600009926,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,2,,,120,83,437,0,58,0,10,36999420,12,true,true,true,true,1,1,8,13486969924600009926,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,2,,,120,83,437,0,58,0,100,36994200,12,true,true,true,true,1,1,8,13486969924600009926,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,2,,,120,83,437,0,58,0,1000,36942000,12,true,true,true,true,1,1,8,13486969924600009926,6907006314052578175,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,3,,,83,70,290,0,60,0,0,13000000,23,true,true,true,true,1,1,4,13487928698739620693,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,3,,,83,70,290,0,60,0,1,12999940,23,true,true,true,true,1,1,4,13487928698739620693,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,3,,,83,70,290,0,60,0,10,12999400,23,true,true,true,true,1,1,4,13487928698739620693,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,3,,,83,70,290,0,60,0,100,12994000,23,true,true,true,true,1,1,4,13487928698739620693,15420623746125489432,,,,,,,,,,,,,,,,,,,
edge,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,,,3,,,83,70,290,0,60,0,1000,12940000,23,true,true,true,true,1,1,4,13487928698739620693,15420623746125489432,,,,,,,,,,,,,,,,,,,
identity,ffs-same0-learned-correspondence-v1,definitive,true,true,0,population-only,32,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,26,312,18,52,70,18,,,,EXPENSIVE,,
