case_id,root,initial_phase,control,mechanics,a_participation,b_participation,a_support,b_support,physical_work,final_tick,pressure_phase,trace_hash,body_hash,a_live,b_live,quiescent
75,1500000,8,unrelated_activity,production,2252540587,2252540587,0,0,7,18,8,62178609ce73aab5db045d0a38af9ffac823c3f5fb9389e2de6914d1efdf26a1,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
76,1500000,8,repeat_a,reference,5362940587,2252540587,0,0,7,18,8,0cc25d4a91744898716602d83f27b4536696805e17999eda91edf0760bdd75fb,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
76,1500000,8,repeat_a,production,5362940587,2252540587,0,0,7,18,8,0cc25d4a91744898716602d83f27b4536696805e17999eda91edf0760bdd75fb,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
77,1500000,8,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,18,8,ec4f2d48b8a81605cdec5768acbafbbb21c99d19340b66a2ca74301090cdea8b,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
77,1500000,8,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,18,8,ec4f2d48b8a81605cdec5768acbafbbb21c99d19340b66a2ca74301090cdea8b,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
78,1500000,8,source_without_traversal,reference,0,0,0,0,1,18,8,de56fdc196ba16f28de74025a61c8cc28ed0ee7bb16bd3a4f6c98c06fd05254f,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
78,1500000,8,source_without_traversal,production,0,0,0,0,1,18,8,de56fdc196ba16f28de74025a61c8cc28ed0ee7bb16bd3a4f6c98c06fd05254f,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
79,1500000,8,same_total_wrong_path,reference,0,5362940587,0,0,4,18,8,b75d058f750f0c95b8c481b98f13e8c674d3cd49b558df3ca4e28cd1e21a479d,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
79,1500000,8,same_total_wrong_path,production,0,5362940587,0,0,4,18,8,b75d058f750f0c95b8c481b98f13e8c674d3cd49b558df3ca4e28cd1e21a479d,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
80,1500000,8,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,8,8,c9a0c9721aa31b9fa46b5bf08bce6bb9c9f6be3f7cc7d7122f7cfd0898a67d27,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
80,1500000,8,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,8,8,c9a0c9721aa31b9fa46b5bf08bce6bb9c9f6be3f7cc7d7122f7cfd0898a67d27,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
81,1500000,8,late_return,reference,0,0,0,0,7,1032,2,e0287f039aa11c96b0a5337a5f10636c0d8463cd60e0f4d6b9196a1e29dc378a,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
81,1500000,8,late_return,production,0,0,0,0,7,1032,2,e0287f039aa11c96b0a5337a5f10636c0d8463cd60e0f4d6b9196a1e29dc378a,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
82,1500000,9,prompt_a,reference,4294967296,4294967296,4294967296,0,8,9,9,4ea6591cb08e527b724875ee4c5dc664107a6752948d8b82be229a24587c115b,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
82,1500000,9,prompt_a,production,4294967296,4294967296,4294967296,0,8,9,9,4ea6591cb08e527b724875ee4c5dc664107a6752948d8b82be229a24587c115b,17da02361d1d26ef9e3d12651d18bbb045d576198eb39e39bf20d3a6cb5aaea4,1,1,1
83,1500000,9,return_b,reference,4294967296,4294967296,0,4294967296,8,9,9,59d3e762276c95b783bc2a8b23b3c07c3890f709c5490b2464a3670146fb2004,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
83,1500000,9,return_b,production,4294967296,4294967296,0,4294967296,8,9,9,59d3e762276c95b783bc2a8b23b3c07c3890f709c5490b2464a3670146fb2004,de4bc7a58af2b7c4b95156a4965f1d7f8b593b354962167cafc4b74a7f1cecfd,1,1,1
84,1500000,9,unrelated_activity,reference,2252540587,2252540587,0,0,7,19,9,1e3ae56a3ccb51bac8ea9f6f26a653d7442e4b8c13ab347d957c8176f8d12901,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
84,1500000,9,unrelated_activity,production,2252540587,2252540587,0,0,7,19,9,1e3ae56a3ccb51bac8ea9f6f26a653d7442e4b8c13ab347d957c8176f8d12901,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
85,1500000,9,repeat_a,reference,5362940587,2252540587,0,0,7,19,9,9915a4d98bb9218e003ba2219b212ff7cf1bb323e0ab1604c8dfd2990c70e9ee,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
85,1500000,9,repeat_a,production,5362940587,2252540587,0,0,7,19,9,9915a4d98bb9218e003ba2219b212ff7cf1bb323e0ab1604c8dfd2990c70e9ee,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
86,1500000,9,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,19,9,7bd39c739250cfd11e199108eac3816ed598c042eb39e7d48e85473d430d200a,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
86,1500000,9,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,19,9,7bd39c739250cfd11e199108eac3816ed598c042eb39e7d48e85473d430d200a,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
87,1500000,9,source_without_traversal,reference,0,0,0,0,1,19,9,dd3adceedb8d90d67080dcd0f174052f81283db6cce5f966acccc6ac45c7bf72,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
87,1500000,9,source_without_traversal,production,0,0,0,0,1,19,9,dd3adceedb8d90d67080dcd0f174052f81283db6cce5f966acccc6ac45c7bf72,01e551fcc46efff6ca4d5d92d2b2335814dfeecd9a6ab84c9977f5634868aca7,1,1,1
88,1500000,9,same_total_wrong_path,reference,0,5362940587,0,0,4,19,9,5ab7b071dca828e03ebfe640d4587bc4cdfb8b608243c07a8f6d3c470e24af23,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
88,1500000,9,same_total_wrong_path,production,0,5362940587,0,0,4,19,9,5ab7b071dca828e03ebfe640d4587bc4cdfb8b608243c07a8f6d3c470e24af23,fb4f88ff21ddd457449d6dc59782c72c87a367dfbae5d2f8e2c8108ec35975d4,1,1,1
89,1500000,9,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,9,9,8ab8015a2e4846c11fdfdbc7540bc5d12fadfbf04f70dcc28dc0614f306f00e4,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
89,1500000,9,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,9,9,8ab8015a2e4846c11fdfdbc7540bc5d12fadfbf04f70dcc28dc0614f306f00e4,3d87c701d57e08f0e312343a293d2a5042d005693da9e0485af2c97d6878860e,1,1,1
90,1500000,9,late_return,reference,0,0,0,0,7,1033,3,cac079fadb3a0595d22dd58d5fe037d58997e38ec952a4b32fbc354c55570299,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
90,1500000,9,late_return,production,0,0,0,0,7,1033,3,cac079fadb3a0595d22dd58d5fe037d58997e38ec952a4b32fbc354c55570299,be3d73e7f5cbeb9e51dd17b416253da028c31ff61d45ebfc49a7b2b9852a6181,1,1,1
91,1600000,0,prompt_a,reference,4294967296,4294967296,4294967296,0,8,0,0,218565a66996b12a4f7aa4bc10699ae5bba9baac2b6fb14fac062024fb55c5cb,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
91,1600000,0,prompt_a,production,4294967296,4294967296,4294967296,0,8,0,0,218565a66996b12a4f7aa4bc10699ae5bba9baac2b6fb14fac062024fb55c5cb,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
92,1600000,0,return_b,reference,4294967296,4294967296,0,4294967296,8,0,0,d856a6e7c620ea74754cabf87212266b248581213d87b6b825b8e4a960579fc6,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
92,1600000,0,return_b,production,4294967296,4294967296,0,4294967296,8,0,0,d856a6e7c620ea74754cabf87212266b248581213d87b6b825b8e4a960579fc6,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
93,1600000,0,unrelated_activity,reference,2252540587,2252540587,0,0,7,10,0,d0f91512acd2a9ce844097ec08a7d17441afe69366649eca5beca0c7ae9c25c3,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
93,1600000,0,unrelated_activity,production,2252540587,2252540587,0,0,7,10,0,d0f91512acd2a9ce844097ec08a7d17441afe69366649eca5beca0c7ae9c25c3,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
94,1600000,0,repeat_a,reference,5362940587,2252540587,0,0,7,10,0,ad39cb81ac166588e1547ee0f627e896aa73272cfa7aad5a164a60ae9e0daab0,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
94,1600000,0,repeat_a,production,5362940587,2252540587,0,0,7,10,0,ad39cb81ac166588e1547ee0f627e896aa73272cfa7aad5a164a60ae9e0daab0,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
95,1600000,0,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,10,0,baa6c6cde8ebb62468ab9cdd1f21d52d95f62ca3abbcb5b83b1558b9c1936fa5,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
95,1600000,0,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,10,0,baa6c6cde8ebb62468ab9cdd1f21d52d95f62ca3abbcb5b83b1558b9c1936fa5,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
96,1600000,0,source_without_traversal,reference,0,0,0,0,1,10,0,1e01d543c0b7662741ac335d8bd7f7e1df3db9fc47763284ccd1d01b0a9c06d9,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
96,1600000,0,source_without_traversal,production,0,0,0,0,1,10,0,1e01d543c0b7662741ac335d8bd7f7e1df3db9fc47763284ccd1d01b0a9c06d9,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
97,1600000,0,same_total_wrong_path,reference,0,5362940587,0,0,4,10,0,49e614ea5bf623a89d475fda8069d926613538f98a12f38e7f95567a27788e48,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
97,1600000,0,same_total_wrong_path,production,0,5362940587,0,0,4,10,0,49e614ea5bf623a89d475fda8069d926613538f98a12f38e7f95567a27788e48,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
98,1600000,0,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,0,0,b1e1de688a444a60075079363597941bfb30f519c9989e903f4771b94476d103,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
98,1600000,0,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,0,0,b1e1de688a444a60075079363597941bfb30f519c9989e903f4771b94476d103,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
99,1600000,0,late_return,reference,0,0,0,0,7,1024,4,aa786964a560b18f788b6146a7c42169b00caec07bdef664afdc649b7b71b618,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
99,1600000,0,late_return,production,0,0,0,0,7,1024,4,aa786964a560b18f788b6146a7c42169b00caec07bdef664afdc649b7b71b618,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
100,1600000,1,prompt_a,reference,4294967296,4294967296,4294967296,0,8,1,1,784ff3ecb9384fe2956e83c3872a50fee0967e431fa4ed314142cc3995bfb438,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
100,1600000,1,prompt_a,production,4294967296,4294967296,4294967296,0,8,1,1,784ff3ecb9384fe2956e83c3872a50fee0967e431fa4ed314142cc3995bfb438,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
101,1600000,1,return_b,reference,4294967296,4294967296,0,4294967296,8,1,1,f4fe47d6e4799af162ce194628bbcc5a932c1135daf1b59c0010c22287e283bb,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
101,1600000,1,return_b,production,4294967296,4294967296,0,4294967296,8,1,1,f4fe47d6e4799af162ce194628bbcc5a932c1135daf1b59c0010c22287e283bb,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
102,1600000,1,unrelated_activity,reference,2252540587,2252540587,0,0,7,11,1,a561667568be20357f5e90dc7ce965770b44042e1b4387fd0d59f3e234f03e37,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
102,1600000,1,unrelated_activity,production,2252540587,2252540587,0,0,7,11,1,a561667568be20357f5e90dc7ce965770b44042e1b4387fd0d59f3e234f03e37,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
103,1600000,1,repeat_a,reference,5362940587,2252540587,0,0,7,11,1,648469e6e2651decc95cff0d6b194b904688386d4b6d9505dbfffcb42dcf2ba9,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
103,1600000,1,repeat_a,production,5362940587,2252540587,0,0,7,11,1,648469e6e2651decc95cff0d6b194b904688386d4b6d9505dbfffcb42dcf2ba9,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
104,1600000,1,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,11,1,feb815d9d148f3121f45c7e2197d58f3894146144c85f1a5a7d5b9ecfb23c19e,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
104,1600000,1,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,11,1,feb815d9d148f3121f45c7e2197d58f3894146144c85f1a5a7d5b9ecfb23c19e,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
105,1600000,1,source_without_traversal,reference,0,0,0,0,1,11,1,c6b62feaafb5e43dfc149229d6624ab2c382002437dcecc1754c202707bc89a8,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
105,1600000,1,source_without_traversal,production,0,0,0,0,1,11,1,c6b62feaafb5e43dfc149229d6624ab2c382002437dcecc1754c202707bc89a8,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
106,1600000,1,same_total_wrong_path,reference,0,5362940587,0,0,4,11,1,123313cce13c46770a992099a1abb779de9e6bd9c6c16985b5aa19e2b47fb7e1,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
106,1600000,1,same_total_wrong_path,production,0,5362940587,0,0,4,11,1,123313cce13c46770a992099a1abb779de9e6bd9c6c16985b5aa19e2b47fb7e1,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
107,1600000,1,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,1,1,f4b37d37e9e1aab2831298aa0fab6f89877f3065498a490c02e6cc4a1faadae8,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
107,1600000,1,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,1,1,f4b37d37e9e1aab2831298aa0fab6f89877f3065498a490c02e6cc4a1faadae8,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
108,1600000,1,late_return,reference,0,0,0,0,7,1025,5,9d1316848432466f4bdd8535d6d206dad3bbf9ae559aedb91eaf401f39a78290,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
108,1600000,1,late_return,production,0,0,0,0,7,1025,5,9d1316848432466f4bdd8535d6d206dad3bbf9ae559aedb91eaf401f39a78290,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
109,1600000,2,prompt_a,reference,4294967296,4294967296,4294967296,0,8,2,2,e6d1d1bbc56e737e6f007da30222e7ce16de2b47ad42c83ab92cf6516635b16d,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
109,1600000,2,prompt_a,production,4294967296,4294967296,4294967296,0,8,2,2,e6d1d1bbc56e737e6f007da30222e7ce16de2b47ad42c83ab92cf6516635b16d,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
110,1600000,2,return_b,reference,4294967296,4294967296,0,4294967296,8,2,2,c5602adb791c309a08c161bc45bc85ae0de98408265a1fb74c7050a0111d0e9c,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
110,1600000,2,return_b,production,4294967296,4294967296,0,4294967296,8,2,2,c5602adb791c309a08c161bc45bc85ae0de98408265a1fb74c7050a0111d0e9c,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
111,1600000,2,unrelated_activity,reference,2252540587,2252540587,0,0,7,12,2,9db0bf394a80feb4938bf7c826c47f723f0dd391c679c1a27afb03208f49ce48,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
111,1600000,2,unrelated_activity,production,2252540587,2252540587,0,0,7,12,2,9db0bf394a80feb4938bf7c826c47f723f0dd391c679c1a27afb03208f49ce48,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
112,1600000,2,repeat_a,reference,5362940587,2252540587,0,0,7,12,2,c13d17668e1317f4b3eb48f6c1b662b2fbc980fdbdb3ce69c32a1072f4eaf604,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
112,1600000,2,repeat_a,production,5362940587,2252540587,0,0,7,12,2,c13d17668e1317f4b3eb48f6c1b662b2fbc980fdbdb3ce69c32a1072f4eaf604,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
113,1600000,2,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,12,2,3e1c1dafded590c732ff7dfa5aab64da8f84d18d62841129366dc0f0b5e2a897,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
113,1600000,2,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,12,2,3e1c1dafded590c732ff7dfa5aab64da8f84d18d62841129366dc0f0b5e2a897,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
114,1600000,2,source_without_traversal,reference,0,0,0,0,1,12,2,3fddb2bf7c0e7d8d69eb7cf4fafce5c88f0131ab49d51165b37b7270fe271587,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
114,1600000,2,source_without_traversal,production,0,0,0,0,1,12,2,3fddb2bf7c0e7d8d69eb7cf4fafce5c88f0131ab49d51165b37b7270fe271587,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
115,1600000,2,same_total_wrong_path,reference,0,5362940587,0,0,4,12,2,84ca4dd27508a82c6b807df56edd74352b78955a3d4cf4380d6de7e3fc9bc725,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
115,1600000,2,same_total_wrong_path,production,0,5362940587,0,0,4,12,2,84ca4dd27508a82c6b807df56edd74352b78955a3d4cf4380d6de7e3fc9bc725,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
116,1600000,2,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,2,2,d7610128412fc51bbb09dce36e347ff8c50c140d1b3f419b0300c5607a7c881c,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
116,1600000,2,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,2,2,d7610128412fc51bbb09dce36e347ff8c50c140d1b3f419b0300c5607a7c881c,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
117,1600000,2,late_return,reference,0,0,0,0,7,1026,6,59818641fdceaecbb60f1d4374f83f3797819e072bc2eac029e501d21d5428e5,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
117,1600000,2,late_return,production,0,0,0,0,7,1026,6,59818641fdceaecbb60f1d4374f83f3797819e072bc2eac029e501d21d5428e5,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
118,1600000,3,prompt_a,reference,4294967296,4294967296,4294967296,0,8,3,3,ae40e55d82f1a203098dc6c6010d7b426d689bb51af5682205e0c7943fe9f427,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
118,1600000,3,prompt_a,production,4294967296,4294967296,4294967296,0,8,3,3,ae40e55d82f1a203098dc6c6010d7b426d689bb51af5682205e0c7943fe9f427,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
119,1600000,3,return_b,reference,4294967296,4294967296,0,4294967296,8,3,3,ab482f70d5de240feba5d8340a60eef537a9e69ee05e77f1abd287bf971d5c03,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
119,1600000,3,return_b,production,4294967296,4294967296,0,4294967296,8,3,3,ab482f70d5de240feba5d8340a60eef537a9e69ee05e77f1abd287bf971d5c03,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
120,1600000,3,unrelated_activity,reference,2252540587,2252540587,0,0,7,13,3,37bba943fdc63f8870d7fe604a0bc1a5539298a9b6a40f227be34b6321fa5d39,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
120,1600000,3,unrelated_activity,production,2252540587,2252540587,0,0,7,13,3,37bba943fdc63f8870d7fe604a0bc1a5539298a9b6a40f227be34b6321fa5d39,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
121,1600000,3,repeat_a,reference,5362940587,2252540587,0,0,7,13,3,40b0a9474598aef1d5f9c58a12b79d9a874f01ba7421aa6e756430f47255b79b,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
121,1600000,3,repeat_a,production,5362940587,2252540587,0,0,7,13,3,40b0a9474598aef1d5f9c58a12b79d9a874f01ba7421aa6e756430f47255b79b,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
122,1600000,3,repeat_b_while_a_waits,reference,2252540587,5362940587,0,0,7,13,3,716d124436e31082e7fd62d1663b937cb6b42a99d180a63344bfcc952f6ee049,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
122,1600000,3,repeat_b_while_a_waits,production,2252540587,5362940587,0,0,7,13,3,716d124436e31082e7fd62d1663b937cb6b42a99d180a63344bfcc952f6ee049,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
123,1600000,3,source_without_traversal,reference,0,0,0,0,1,13,3,1c1040297a533f4d35ffbec4e70ac17cb9ece67e48e60aedeca775b0b55ac1df,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
123,1600000,3,source_without_traversal,production,0,0,0,0,1,13,3,1c1040297a533f4d35ffbec4e70ac17cb9ece67e48e60aedeca775b0b55ac1df,e67fbeb33ddffcc522974aa8d4298db0a1499c4b4a7da39392dbb81a4e916480,1,1,1
124,1600000,3,same_total_wrong_path,reference,0,5362940587,0,0,4,13,3,542c73c6073197fe163e5e2f1c52e9488e4988acec2da54865ab7e7ebf1fcbfc,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
124,1600000,3,same_total_wrong_path,production,0,5362940587,0,0,4,13,3,542c73c6073197fe163e5e2f1c52e9488e4988acec2da54865ab7e7ebf1fcbfc,b3b67230f65e73537e9827043dd10004defe7a3d57d82da2ffa47fbb7f526769,1,1,1
125,1600000,3,contact_fanout,reference,4294967296,4294967296,4294967296,4294967296,8,3,3,3fcb2ab05f4a519904e3ed99e179bba3e2ac4590ebed4e7bc73f7829dd1e00dd,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
125,1600000,3,contact_fanout,production,4294967296,4294967296,4294967296,4294967296,8,3,3,3fcb2ab05f4a519904e3ed99e179bba3e2ac4590ebed4e7bc73f7829dd1e00dd,d2731da34f8d9120050ea5d40d54afa88fdef7120ee67525e17f31b2c7fc5939,1,1,1
126,1600000,3,late_return,reference,0,0,0,0,7,1027,7,4bb42709543539864cc1dacd6fe5e9221c86709a38f986cafeb631a81b2caf6c,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
126,1600000,3,late_return,production,0,0,0,0,7,1027,7,4bb42709543539864cc1dacd6fe5e9221c86709a38f986cafeb631a81b2caf6c,8d310004a71229dd73da887dc56e3e79d84c2bdaa8541a51670ddf5f5620d632,1,1,1
127,1600000,4,prompt_a,reference,4294967296,4294967296,4294967296,0,8,4,4,adda2bcc7d7bf527c0195ea5051bcff063e315e69866d8d1abbc0fe768cd86ff,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
127,1600000,4,prompt_a,production,4294967296,4294967296,4294967296,0,8,4,4,adda2bcc7d7bf527c0195ea5051bcff063e315e69866d8d1abbc0fe768cd86ff,605d32008acb5b7faa82b4a62b87750ed6c078db7f280b2b6dc3730a77ffb3a1,1,1,1
128,1600000,4,return_b,reference,4294967296,4294967296,0,4294967296,8,4,4,7d8064822c78e11d9553a1ce76460ffd90371138a6f52f15c727ffb383fdc473,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
128,1600000,4,return_b,production,4294967296,4294967296,0,4294967296,8,4,4,7d8064822c78e11d9553a1ce76460ffd90371138a6f52f15c727ffb383fdc473,e25b4feda7e935afd13f92f53947629d5accac9991464cd6100e6a8dc42aa54e,1,1,1
